"1068374240196468736^0^False^'graphicartist for hire lionking babyshower tshirt invitations design  mockup by me :backhand_index_pointing_left:swipeleft tbt…'^2018-11-30^05:20:42^False^False^208^False^False"
"1068496055723941889^4^False^'rt @gabrielwalt: curious to know better the aem core component  their main features  their hidden goodies  their latest updates  and how t…'^2018-11-30^13:24:46^None^False^185^False^False"
"1068496307898077185^0^False^'working with washington state agencies  city county offices focusing on technology solutions developed for govern…'^2018-11-30^13:25:46^False^False^6733^False^False"
"1068496429604397056^738^False^'rt @xppen_uk: :loudspeaker:giveaway:loudspeaker:  “rt f” for a chance to win  more than one winner  prize picked randomly:clapping_hands::clapping_hands::clapping_hands:  first winner announced  when rt…'^2018-11-30^13:26:15^None^False^165^False^False"
"1068534295789297664^0^False^' / anxiety //// damn i need to catch up with dailies :weary_face:d dart art abstract creative xuxoe dailyrender…'^2018-11-30^15:56:43^False^False^218^False^False"
"1068535252820418567^0^False^'greeting card design by anibabagrafix - graphicdesign autogramtags artistsoninstagram artstagram…'^2018-11-30^16:00:31^False^False^133^False^False"
"1068535715842027520^0^False^'dodcast  - bill cramer - commercial photography  mobsters  journalism  making more money  watch=&gt;…'^2018-11-30^16:02:21^False^False^367^False^False"
"1068535722066362368^0^False^'dodcast  - bill cramer - commercial photography  mobsters  journalism  making more money  watch=&gt;…'^2018-11-30^16:02:23^False^False^6723^False^False"
"1068535748838735872^0^False^'building trust with customers can create loyal customer relationships with data that drives experiences learn more…'^2018-11-30^16:02:29^False^False^23^False^False"
"1068536175776997376^4^False^'rt @yesimhotinthis: a random aunty by any other name would still judge this much  yesimhotinthis webcomic funny muslim hijab hijabi…'^2018-11-30^16:04:11^None^False^17^False^False"
"1068536516488634369^0^False^'you can check if yr email address has been compromised in one (not all) of the big data hack leaks on this website…'^2018-11-30^16:05:32^False^False^18184^False^False"
"1068536962540158977^0^False^'smooth zoom transition preset adobe premierepro videoediting | chung dha via @chungdha'^2018-11-30^16:07:18^False^False^395^False^False"
"1068537469644218369^0^False^'yung hurn d art ---------------------------- gif gifart digital photoshop wacom adobe d modern…'^2018-11-30^16:09:19^False^False^55^False^False"
"1068537968355418112^0^False^'email a/c's i use were compromised by data hacks at adobe linkedin and  other orgs no detrimental impact so fo…'^2018-11-30^16:11:18^None^False^18184^False^False"
"1068556670463328256^0^False^'just cancelled my @adobe plan and they raided my bank account for nearly £ in cancellation fees instantly - no m…'^2018-11-30^17:25:37^None^False^94^False^False"
"1068557005261021187^1^False^'rt @webartfreebies: the gopro hero  - garbage or gold?  watch=&gt;  adobe tutorial photoshop photography lightro…'^2018-11-30^17:26:57^False^False^358^False^False"
"1068557008037691392^1^False^'rt @techtutorial: the gopro hero  - garbage or gold?  watch=&gt;  adobe tutorial photoshop photography lightr…'^2018-11-30^17:26:58^False^False^358^False^False"
"1068557994227585025^1^False^'rt @pokestuff: welcome to the dark side   light side coming soon bd mario nintendo arcade  retro cinemad adobe'^2018-11-30^17:30:53^None^False^14^False^False"
"1068558235467218944^3^False^'rt @mvrvindesigns: please share this took forever to make full story on my ig @ marvinpsd @adobestudents moviepostermovie concept adob…'^2018-11-30^17:31:50^None^False^1021^False^False"
"1068558672584953856^0^False^'government agencies are placing greater emphasis on new approaches to improving their digital experience learn mor…'^2018-11-30^17:33:35^False^False^23^False^False"
"1068558738351628288^1^False^'rt @yeken_senpai: lie is coming soon!  what do you think of life?  well lie will give you reasons to acknowledge living!  rt!  rt!  rt!  …'^2018-11-30^17:33:50^None^False^51^False^False"
"1068558774858903553^0^False^'@applesupport rd time @apple store asking re sd card reader to adobe premiere rush no one knows frustrated apple'^2018-11-30^17:33:59^None^False^218^False^False"
"1068559158163558400^0^False^'new youtube banner hit us up to get yours today make your channel more professional youtubebanner banner…'^2018-11-30^17:35:30^False^False^3891^False^False"
"1068559447616880641^0^False^'can you create html email newsletters on @adobeccdesign indesign? adobe indesign tech html @adobecare'^2018-11-30^17:36:39^None^False^640^False^False"
"1068578811283824640^1^False^'flyer for riizrvz_official at @librarybarabq and followtherabbitpromotions in albuquerque graphicdesign flyers…'^2018-11-30^18:53:36^False^False^128^False^False"
"1068579053697826816^1^False^'last day to get % off project info list exporter  with the code: cyber  view  troubleshoot  organize  and export…'^2018-11-30^18:54:34^False^False^500^False^False"
"1068579578279428096^1^False^'rt @aeioweyou: last day to get % off project info list exporter  with the code: cyber  view  troubleshoot  organize  and export project…'^2018-11-30^18:56:39^None^False^139^False^False"
"1068580837929537536^0^False^'the importance of camera movement   watch=&gt;  adobe tutorial…'^2018-11-30^19:01:39^False^False^6723^False^False"
"1068581287940816896^0^False^'a poster for my short action flick time sheriff! moviepostermovie contest check it out here…'^2018-11-30^19:03:26^False^False^7^False^False"
"1068581609597739009^3^False^'rt @casgfx: icymi: in addition to creating :fire: graphics for prowrestling beyond  we also design gear:double_exclamation_mark:️  have an idea:light_bulb:you want to bring…'^2018-11-30^19:04:43^None^False^877^False^False"
"1068582503659769856^0^False^'“there’s only  ways to understand people: what they do  what they say  what they make” — dan makoski ux design…'^2018-11-30^19:08:16^None^False^73^False^False"
"1068583271150292993^0^False^'smooth zoom transition preset adobe premierepro videoediting | chung dha via @chungdha'^2018-11-30^19:11:19^False^False^1^False^False"
"1068583847921541120^0^False^'walking down hallways @ night always makes me feel like someone is :eyes:  losphotos nikond twitterphotos…'^2018-11-30^19:13:37^False^False^26^False^False"
"1068584124905123841^1^False^'rt @tyetsosie: flyer for riizrvz_official at @librarybarabq and followtherabbitpromotions in albuquerque graphicdesign flyers adobe ci…'^2018-11-30^19:14:43^None^False^20118^False^False"
"1068584260456505344^9^False^'rt @adobecareers: looks like our friend yugo is having a hard time figuring out which adobe product team he wants to intern with next summ…'^2018-11-30^19:15:15^None^False^1003^False^False"
"1068584854865027073^0^False^'cinematography musicvideo instablog ronin canon canondmarkiii feyideas premierepro adobeaftereffects…'^2018-11-30^19:17:37^False^False^1126^False^False"
"1068597941408018434^0^False^'when you don't know  which adobe program you must to use for little job adobelovers adobe kurdishcommunity…'^2018-11-30^20:09:37^False^False^99^False^False"
"1068600125222719490^0^False^'business cards inquire for designs today!   graphicdesign illustration vector artist…'^2018-11-30^20:18:18^False^False^126^False^False"
"1068601064042188804^0^False^'filmmaker bing liu talks about how they used adobe premiere to edit the skateboarding documentary ""minding the gap…'^2018-11-30^20:22:01^False^False^6096^False^False"
"1068601382880595969^0^False^'“your customers are your compass listen to their frustrations  and they’ll guide you to your next amazing feature…'^2018-11-30^20:23:17^None^False^73^False^False"
"1068601540561244165^2^False^'rt @stephaniexd: time to bring @paultrani 's stunning chameleon to life :lizard::cherry_blossom::bug: you can now open illustrator files in adobexd and create fun…'^2018-11-30^20:23:55^None^False^177^False^False"
"1068604143068160001^0^False^'skull trooper banner icon awaken eyes glow :skull: @fortnitegame  fortnite skulltrooper fortnitebattleroyale…'^2018-11-30^20:34:16^False^False^135^False^False"
"1068605063885611008^10^False^'rt @adobecareers: looks like our friend yugo is having a hard time figuring out which adobe product team he wants to intern with next summ…'^2018-11-30^20:37:55^None^False^1486^False^False"
"1068605170135851009^0^False^'latest cover designed for takeall_tate artist! great singing voice! dope tune! tate makeusdo deafnickvisuals…'^2018-11-30^20:38:20^False^False^40^False^False"
"1068606351910363136^0^False^'what's the difference between certifying and approval signatures in adobe? pdf…'^2018-11-30^20:43:02^False^True^6048^False^False"
"1068606731465498625^19^False^'rt @stuartjash: these “adobe flash” installers are actually looking slightly more legitimate i can see why people would click on this  ge…'^2018-11-30^20:44:33^None^False^77^False^False"
"1068621316499140608^1^False^'rt @ajajalawneh: skull trooper banner icon awaken eyes glow :skull: @fortnitegame  fortnite skulltrooper fortnitebattleroyale fortnitecommuni…'^2018-11-30^21:42:30^None^False^30^False^False"
"1068621626491555840^14^False^'rt @oaklanddigital: at oaklanddigital we believe creativity can change the world! proud partners of @gswfoundation + adobe introducing v…'^2018-11-30^21:43:44^None^False^65^False^False"
"1068621989944979458^1^False^'rt @ahmedeanwer: first time shooting with canon eos d :grinning_face_with_sweat::black_heart:  ahmednasser   mostafanbader   canon  canonphotography  canond…'^2018-11-30^21:45:11^None^False^7024^False^False"
"1068622162024689664^0^False^'how one-off learning gets it wrong:  ways to transform learning from an event to a journey elearning adobe…'^2018-11-30^21:45:52^False^False^57^False^False"
"1068625208917942272^0^False^'a wasp about to alight on an old ladder pueblo newmexico samjosephphotography adobe taosnewmexico…'^2018-11-30^21:57:58^False^False^77^False^False"
"1068631346594091008^0^False^'novedades de creative cloud  adobe creativecloud nexsysec soluciones graficas'^2018-11-30^22:22:21^False^False^3950^False^False"
"1068646715413147650^11^False^'rt @xppen_uk: :loudspeaker:giveaway:loudspeaker:       so close:double_exclamation_mark:️  follow us rt the pinned post for a chance to win   :small_blue_diamond:artist :small_blue_diamond:   this time :smiling_face_with_smiling_eyes:  good luck   w…'^2018-11-30^23:23:26^None^False^115^False^False"
"1068646744035024896^1^False^'a new post on the adobe blog today: design systems  not pages  adobe adobexd…'^2018-11-30^23:23:32^False^False^872^False^False"
"1068647350070059008^0^False^'workspace to editing a footage with a lot of shots the clip has split through seven tracks for get thumbnails stri…'^2018-11-30^23:25:57^True^False^887^False^False"
"1068648582641672192^1^False^'rt @jayganaden: a new post on the adobe blog today: design systems  not pages  adobe adobexd designsystems ux…'^2018-11-30^23:30:51^False^False^8456^False^False"
"1068649233090134018^0^False^'testing the new frame tool (vs clipping masks)  photoshop cc   watch=&gt;  adobe…'^2018-11-30^23:33:26^False^False^6722^False^False"
"1068650854310383616^0^False^'damn the bears are magic now we're fucked photoshop adobe graphics fantasy art'^2018-11-30^23:39:52^False^False^1508^False^False"
"1068650857904959488^2^False^'rt @roskocfart: it’s d time again! borrow your friends d glasses to check out these cool anaglyph images created by the photoshop class!…'^2018-11-30^23:39:53^None^False^273^False^False"
"1068654338720129024^0^False^'seamless pincushion transition preset adobe premierepro videoediting | chung dha via @chungdha'^2018-11-30^23:53:43^False^False^478^False^False"
"1068663946956009472^3^False^'rt @pokestuff: welcome to the dark side   light side coming soon bd mario nintendo arcade  retro cinemad adobe'^2018-12-01^00:31:54^None^False^71^False^False"
"1068670504138096640^0^False^'smooth zoom transition preset adobe premierepro videoediting | chung dha via @chungdha'^2018-12-01^00:57:57^False^False^502^False^False"
"1068674690699415552^0^False^'unused design for a job search  logo logos logoinspirations logoinspiration design graphicdesign…'^2018-12-01^01:14:35^False^False^69^False^False"
"1068675653917134849^0^False^'“design is so simple that’s why it’s so complicated” ux design art adobe'^2018-12-01^01:18:25^None^False^74^False^False"
"1068676733623095296^0^False^'action wipe transitions adobe premierepro videoediting | chung dha via @chungdha'^2018-12-01^01:22:43^False^False^265^False^False"
"1068677649042690048^0^False^'color correction time trying to add some ""pop"" to the @nepgenduro video for the  @ama_racing banquet canon…'^2018-12-01^01:26:21^False^False^398^False^False"
"1068686637742190593^0^False^'my favourite transition library pack for premiere pro  watch=&gt;  adobe tutorial photoshop…'^2018-12-01^02:02:04^False^False^6722^False^False"
"1068686656360734720^0^False^'""muse log"" is a site that describes how to use the adobe muse   adobe muse webdesign theme template parallax'^2018-12-01^02:02:08^False^False^1566^False^False"
"1068686742004260864^7^False^'rt @ap_skill: apssdc has entered into  memorandums of understanding (mous) with ola  adobe and archibus to provide industry standard s…'^2018-12-01^02:02:29^None^False^50^False^False"
"1068693882089672704^0^False^'cheap photo: score over  photoshop overlays for just $ and save thousands! - the phoblographer…'^2018-12-01^02:30:51^False^False^276^False^False"
"1068694031599726592^0^False^'page body design on wix website builder  watch=&gt;  adobe tutorial photoshop photography…'^2018-12-01^02:31:27^False^False^6722^False^False"
"1068697085719928832^1^False^'rt @hiroki_: drowning :call_me_hand: photoshop adobe'^2018-12-01^02:43:35^False^False^609^False^False"
"1068700432342675462^0^False^'""who says you have to be just like everyone else?""   p: pixabay   lightroom photoshop adobe edit photoedit…'^2018-12-01^02:56:53^False^False^369^False^False"
"1068717181083410433^0^False^'light and darkness in the night which style do you prefer?  discoverhongkong cyberpunk neon aesthetics…'^2018-12-01^04:03:26^False^False^459^False^False"
"1068717319365582849^0^False^'s|o to @muvafuckajones coming through and getting custom flyers made for his events! get there tonight!!! adobe…'^2018-12-01^04:03:59^False^False^170^False^False"
"1068717576119713792^1^False^'s|o to @muvafuckajones coming through and getting custom flyers made for his events! get there tonight!!! adobe…'^2018-12-01^04:05:00^False^False^170^False^False"
"1068717953686913024^0^False^':bottle_with_popping_cork::bottle_with_popping_cork::bottle_with_popping_cork::bottle_with_popping_cork::bottle_with_popping_cork::bottle_with_popping_cork: ||| s|o to @muvafuckajones coming through and getting custom flyers made for his events! get there tonight!!…'^2018-12-01^04:06:30^False^False^170^False^False"
"1068718416696143872^1^False^'s|o to @muvafuckajones coming through and getting custom flyers made for his events! get there tonight!!! adobe…'^2018-12-01^04:08:21^False^False^170^False^False"
"1068719894781407232^0^False^'finally doing some photo work with adobe lightroom here's before/after of one i posted a few months back now loo…'^2018-12-01^04:14:13^False^False^1221^False^False"
"1068720095894167553^1^False^'rt @thepalaceplease: s|o to @muvafuckajones coming through and getting custom flyers made for his events! get there tonight!!! adobe grap…'^2018-12-01^04:15:01^None^False^29548^False^False"
"1068720099949973505^1^False^'rt @thepalaceplease: s|o to @muvafuckajones coming through and getting custom flyers made for his events! get there tonight!!! adobe grap…'^2018-12-01^04:15:02^None^False^29548^False^False"
"1068721325198340096^8^False^'rt @clipstudiotips: do you know any art app with this functionality ?  i know i've seen this implemented before  clipstudiopaint photo…'^2018-12-01^04:19:54^None^False^487^False^False"
"1068721877227585537^1^False^'day  - gravity diamond bit of a gig poster aye?  daysofdesign creative design designer  graphicdesign…'^2018-12-01^04:22:06^False^False^2089^False^False"
"1068722017032114183^0^False^'optical illusions by graphic designer yurii perepadia (@yuryfrom) using complex colours and shapes to create motion…'^2018-12-01^04:22:39^False^False^27^False^False"
"1068722208728584193^0^False^'— thomas mann “wonderfully designed &gt; beautifully designed any day” ux design art adobe  ux design art adobe'^2018-12-01^04:23:25^None^False^74^False^False"
"1068722545397039105^1^False^'rt @amber_nest: day  - gravity diamond bit of a gig poster aye?  daysofdesign creative design designer  graphicdesign graphicdes…'^2018-12-01^04:24:45^None^False^8798^False^False"
"1068741842349551616^0^False^'{{ a thread}} moviepostermovie contest adobe movieposter shortfilmconcept graphicdesign blackandwhite…'^2018-12-01^05:41:26^False^False^186^False^False"
"1068742233870999553^0^False^'i decided to kill two birds with one stone i needed to do a movie poster for one of my classes i also decided to…'^2018-12-01^05:42:59^False^False^186^False^False"
"1068742944662769665^1^False^'rt @mickeystrand: buzz of the violators mc came in for my beyondthecut portraits of amazing members of the mc community  we found  like…'^2018-12-01^05:45:48^None^False^246^False^False"
"1068743792411402241^1^False^'rt @mickeystrand: ""biker love"" to know biker is to love a biker  and bikers love like no other  big john” of the mascareros mc brooke ta…'^2018-12-01^05:49:11^None^False^246^False^False"
"1068743842868822017^1^False^'rt @mickeystrand: john meekins ""soup bone"" saddletramps mc active usmc eod with multiple combat tours at home he enjoys  family  club  ri…'^2018-12-01^05:49:23^None^False^246^False^False"
"1068743919364521984^1^False^'rt @mickeystrand: don wilhelm ww usn gunners-mate  served on uss boston ca- as a gunner services on japanese home islands of kamaish…'^2018-12-01^05:49:41^None^False^246^False^False"
"1068744012763299840^1^False^'rt @mickeystrand: john wayne rains named after the movie star today   served in the army as a quartermaster in ww quartermasters provid…'^2018-12-01^05:50:03^None^False^246^False^False"
"1068744182213181440^1^False^'rt @mickeystrand: michael “mickey” tauriello   ww usaf joined at  served aboard a b liberator  the good lady  as a mm waist…'^2018-12-01^05:50:44^None^False^246^False^False"
"1068744271639928832^1^False^'rt @mickeystrand: norman “jacqueline” peters: usmc is still a very strong marine served in the corp for  years  after boot camp  she be…'^2018-12-01^05:51:05^None^False^246^False^False"
"1068744502251261952^0^False^'the api manager in coldfusion ( release) has an abundance of features - some that you maybe didn't know about!…'^2018-12-01^05:52:00^False^False^10489^False^False"
"1068747748558729216^1^False^'rt @tamunor_emi: join the whataapp forumn all editors adobe davinciresolve finalcut  '^2018-12-01^06:04:54^False^False^1344^False^False"
